elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,elec_demand_MW
12584,3594,1716,1716,3594
12728,3636,1736,1736,3636
12889,3682,1757,1757,3682
12969,3704,1768,1768,3704
12743,3639,1737,1737,3639
12352,3528,1684,1684,3528
12170,3476,1659,1659,3476
11847,3383,1615,1615,3383
11209,3201,1528,1528,3201
10320,2947,1407,1407,2947
9537,2724,1300,1300,2724
8992,2568,1226,1226,2568
8645,2469,1179,1179,2469
8447,2413,1151,1151,2413
8485,2424,1156,1156,2424
8762,2503,1195,1195,2503
9698,2770,1322,1322,2770
10926,3120,1489,1489,3120
11922,3406,1625,1625,3406
12677,3621,1728,1728,3621
13248,3784,1807,1807,3784
13601,3885,1854,1854,3885
13815,3946,1883,1883,3946
13997,3997,1908,1908,3997
14106,4029,1923,1923,4029
14116,4032,1924,1924,4032
14082,4022,1920,1920,4022
13973,3991,1905,1905,3991
13607,3887,1855,1855,3887
13109,3744,1787,1787,3744
12808,3658,1747,1747,3658
12398,3541,1691,1691,3541
11266,3218,1536,1536,3218
10065,2875,1373,1373,2875
9169,2619,1250,1250,2619
8589,2453,1171,1171,2453
8212,2345,1120,1120,2345
7998,2284,1090,1090,2284
8000,2285,1090,1090,2285
8253,2357,1125,1125,2357
9151,2614,1247,1247,2614
10350,2956,1411,1411,2956
11360,3245,1549,1549,3245
12210,3487,1665,1665,3487
12922,3691,1762,1762,3691
13412,3831,1828,1828,3831
13731,3922,1872,1872,3922
14067,4017,1918,1918,4017
14277,4078,1947,1947,4078
14445,4126,1969,1969,4126
14533,4151,1982,1982,4151
14484,4137,1975,1975,4137
14001,3999,1909,1909,3999
13451,3842,1834,1834,3842
13265,3788,1808,1808,3788
12859,3672,1753,1753,3672
11842,3382,1615,1615,3382
10741,3067,1464,1464,3067
9882,2823,1348,1348,2823
9304,2657,1268,1268,2657
8908,2545,1215,1215,2545
8660,2474,1181,1181,2474
8559,2444,1166,1166,2444
8545,2440,1165,1165,2440
8902,2543,1214,1214,2543
9753,2785,1329,1329,2785
10833,3094,1477,1477,3094
11752,3356,1602,1602,3356
12385,3537,1689,1689,3537
12826,3663,1749,1749,3663
13126,3749,1790,1790,3749
13123,3748,1789,1789,3748
12843,3668,1751,1751,3668
12578,3592,1715,1715,3592
12574,3592,1714,1714,3592
12650,3613,1725,1725,3613
12507,3572,1705,1705,3572
12168,3476,1659,1659,3476
11980,3421,1633,1633,3421
11765,3360,1604,1604,3360
10978,3136,1497,1497,3136
10039,2867,1368,1368,2867
9203,2629,1255,1255,2629
8628,2464,1176,1176,2464
8228,2350,1121,1121,2350
7972,2277,1087,1087,2277
7828,2236,1067,1067,2236
7689,2196,1048,1048,2196
7962,2274,1085,1085,2274
8713,2489,1187,1187,2489
9707,2772,1323,1323,2772
10637,3038,1450,1450,3038
11412,3260,1556,1556,3260
12034,3437,1641,1641,3437
12440,3553,1696,1696,3553
12659,3616,1726,1726,3616
12820,3661,1748,1748,3661
12973,3705,1768,1768,3705
13161,3759,1794,1794,3759
13267,3789,1809,1809,3789
13076,3735,1783,1783,3735
12679,3621,1729,1729,3621
12546,3583,1711,1711,3583
12247,3498,1670,1670,3498
11193,3196,1526,1526,3196
10013,2860,1365,1365,2860
9095,2598,1240,1240,2598
8478,2421,1156,1156,2421
8088,2310,1102,1102,2310
7868,2248,1073,1073,2248
7891,2254,1075,1075,2254
8175,2335,1115,1115,2335
9100,2600,1241,1241,2600
10217,2918,1393,1393,2918
10992,3140,1499,1499,3140
11610,3316,1583,1583,3316
12102,3456,1650,1650,3456
12431,3551,1695,1695,3551
12669,3618,1727,1727,3618
12924,3691,1762,1762,3691
13076,3734,1782,1782,3734
13168,3761,1795,1795,3761
13252,3785,1807,1807,3785
13203,3771,1800,1800,3771
12840,3667,1751,1751,3667
12348,3526,1684,1684,3526
12081,3451,1647,1647,3451
11651,3327,1589,1589,3327
10510,3001,1433,1433,3001
9347,2670,1274,1274,2670
8501,2428,1159,1159,2428
7970,2276,1086,1086,2276
7631,2179,1040,1040,2179
7474,2134,1019,1019,2134
7520,2148,1025,1025,2148
7802,2229,1064,1064,2229
8732,2494,1191,1191,2494
9842,2810,1342,1342,2810
10628,3035,1449,1449,3035
11238,3210,1532,1532,3210
11769,3361,1605,1605,3361
12123,3462,1653,1653,3462
12376,3535,1687,1687,3535
12678,3621,1728,1728,3621
12913,3688,1761,1761,3688
13087,3737,1784,1784,3737
13199,3770,1800,1800,3770
13138,3752,1792,1792,3752
12816,3660,1747,1747,3660
12346,3526,1683,1683,3526
12145,3469,1656,1656,3469
11809,3372,1610,1610,3372
10701,3056,1459,1459,3056
9574,2735,1305,1305,2735
8744,2497,1192,1192,2497
8218,2347,1120,1120,2347
7898,2256,1077,1077,2256
7751,2214,1057,1057,2214
7813,2232,1065,1065,2232
8142,2325,1110,1110,2325
9078,2593,1237,1237,2593
10220,2919,1393,1393,2919
11085,3166,1511,1511,3166
11766,3361,1604,1604,3361
12371,3533,1686,1686,3533
12858,3672,1753,1753,3672
13188,3767,1798,1798,3767
13460,3844,1835,1835,3844
13601,3885,1854,1854,3885
13700,3913,1868,1868,3913
13818,3947,1884,1884,3947
13788,3937,1880,1880,3937
13449,3841,1833,1833,3841
12938,3695,1764,1764,3695
12688,3624,1730,1730,3624
12330,3521,1681,1681,3521
11198,3198,1527,1527,3198
10008,2859,1364,1364,2859
9141,2610,1247,1247,2610
8576,2449,1169,1169,2449
8198,2341,1117,1117,2341
8001,2285,1090,1090,2285
8042,2297,1096,1096,2297
8371,2391,1141,1141,2391
9362,2674,1277,1277,2674
10537,3010,1437,1437,3010
11452,3271,1561,1561,3271
12216,3489,1666,1666,3489
12969,3704,1768,1768,3704
13559,3872,1848,1848,3872
13872,3962,1892,1892,3962
14215,4060,1938,1938,4060
14448,4127,1970,1970,4127
14597,4169,1990,1990,4169
14703,4199,2004,2004,4199
14582,4165,1988,1988,4165
14172,4048,1932,1932,4048
13549,3870,1848,1848,3870
13253,3785,1807,1807,3785
12788,3652,1743,1743,3652
11597,3312,1581,1581,3312
10373,2962,1414,1414,2962
9427,2692,1285,1285,2692
8822,2519,1202,1202,2519
8450,2414,1152,1152,2414
8247,2355,1124,1124,2355
8287,2367,1130,1130,2367
8622,2462,1176,1176,2462
9550,2728,1302,1302,2728
10773,3076,1469,1469,3076
11761,3359,1604,1604,3359
12622,3605,1721,1721,3605
13390,3824,1826,1826,3824
13998,3997,1908,1908,3997
14440,4124,1969,1969,4124
14798,4227,2018,2018,4227
14926,4263,2035,2035,4263
14903,4257,2032,2032,4257
14806,4228,2019,2019,4228
14474,4134,1974,1974,4134
13881,3964,1893,1893,3964
13305,3800,1814,1814,3800
13088,3737,1784,1784,3737
12673,3619,1728,1728,3619
11619,3318,1584,1584,3318
10509,3001,1433,1433,3001
9642,2754,1314,1314,2754
9092,2597,1240,1240,2597
8730,2494,1190,1190,2494
8516,2432,1161,1161,2432
8455,2414,1152,1152,2414
8556,2444,1166,1166,2444
8908,2545,1215,1215,2545
9608,2744,1310,1310,2744
10551,3014,1439,1439,3014
11397,3255,1554,1554,3255
12026,3435,1640,1640,3435
12540,3581,1710,1710,3581
12936,3694,1763,1763,3694
13261,3787,1808,1808,3787
13576,3877,1851,1851,3877
13826,3948,1885,1885,3948
13992,3996,1908,1908,3996
14009,4001,1910,1910,4001
13742,3924,1873,1873,3924
13255,3786,1807,1807,3786
13031,3722,1777,1777,3722
12715,3631,1733,1733,3631
11760,3358,1603,1603,3358
10691,3053,1458,1458,3053
9803,2800,1337,1337,2800
9177,2621,1251,1251,2621
8748,2499,1192,1192,2499
8466,2418,1154,1154,2418
8307,2373,1132,1132,2373
8184,2337,1116,1116,2337
8417,2404,1147,1147,2404
9201,2628,1254,1254,2628
10284,2937,1402,1402,2937
11340,3239,1546,1546,3239
12274,3506,1674,1674,3506
13028,3721,1777,1777,3721
13460,3844,1835,1835,3844
13543,3867,1847,1847,3867
13550,3870,1848,1848,3870
13570,3876,1850,1850,3876
13596,3883,1853,1853,3883
13588,3881,1853,1853,3881
13368,3818,1823,1823,3818
13176,3763,1797,1797,3763
13220,3776,1803,1803,3776
12743,3639,1737,1737,3639
11746,3355,1601,1601,3355
10712,3059,1460,1460,3059
9966,2846,1358,1358,2846
9488,2710,1293,1293,2710
9182,2622,1252,1252,2622
9021,2576,1230,1230,2576
9083,2594,1238,1238,2594
9497,2712,1295,1295,2712
10491,2996,1430,1430,2996
11808,3372,1610,1610,3372
12831,3665,1749,1749,3665
13653,3899,1862,1862,3899
14376,4106,1960,1960,4106
14958,4272,2040,2040,4272
15407,4400,2100,2100,4400
15793,4511,2153,2153,4511
15875,4534,2165,2165,4534
15907,4543,2169,2169,4543
15877,4534,2165,2165,4534
15759,4501,2149,2149,4501
15392,4396,2099,2099,4396
14909,4258,2033,2033,4258
14720,4204,2007,2007,4204
14135,4037,1927,1927,4037
12785,3651,1743,1743,3651
11449,3270,1561,1561,3270
10503,3000,1432,1432,3000
9889,2825,1348,1348,2825
9493,2711,1294,1294,2711
9245,2640,1261,1261,2640
9268,2647,1263,1263,2647
9643,2754,1315,1315,2754
10684,3051,1457,1457,3051
12036,3437,1641,1641,3437
13120,3747,1789,1789,3747
14080,4021,1919,1919,4021
14910,4258,2033,2033,4258
15478,4421,2110,2110,4421
15870,4533,2164,2164,4533
16225,4633,2212,2212,4633
16448,4698,2242,2242,4698
16617,4746,2266,2266,4746
16717,4774,2279,2279,4774
16579,4735,2261,2261,4735
16199,4626,2209,2209,4626
15701,4484,2140,2140,4484
15416,4403,2102,2102,4403
14854,4243,2025,2025,4243
13581,3878,1852,1852,3878
12317,3518,1679,1679,3518
11428,3264,1558,1558,3264
10876,3106,1483,1483,3106
10527,3006,1435,1435,3006
10316,2946,1407,1407,2946
10305,2943,1405,1405,2943
10666,3046,1454,1454,3046
11610,3316,1583,1583,3316
12998,3712,1772,1772,3712
13972,3990,1905,1905,3990
14756,4214,2012,2012,4214
15564,4445,2122,2122,4445
16180,4621,2206,2206,4621
16567,4732,2259,2259,4732
16579,4735,2261,2261,4735
16191,4624,2207,2207,4624
15434,4408,2105,2105,4408
14862,4244,2026,2026,4244
14616,4174,1993,1993,4174
14244,4068,1942,1942,4068
13888,3967,1893,1893,3967
13782,3937,1879,1879,3937
13334,3808,1818,1818,3808
12202,3485,1664,1664,3485
11020,3147,1503,1503,3147
10113,2888,1378,1378,2888
9460,2702,1290,1290,2702
9045,2583,1233,1233,2583
8791,2511,1198,1198,2511
8777,2506,1196,1196,2506
9086,2595,1239,1239,2595
9840,2810,1342,1342,2810
10757,3072,1467,1467,3072
11290,3225,1540,1540,3225
11661,3331,1590,1590,3331
12023,3434,1639,1639,3434
12273,3506,1673,1673,3506
12425,3549,1694,1694,3549
12644,3611,1724,1724,3611
12722,3633,1735,1735,3633
12820,3661,1748,1748,3661
12921,3690,1762,1762,3690
12885,3680,1757,1757,3680
12514,3574,1707,1707,3574
12068,3446,1645,1645,3446
11994,3426,1635,1635,3426
11578,3306,1579,1579,3306
10569,3018,1441,1441,3018
9506,2715,1296,1296,2715
8709,2488,1187,1187,2488
8246,2355,1124,1124,2355
7952,2271,1084,1084,2271
7819,2233,1066,1066,2233
7898,2256,1077,1077,2256
8298,2369,1131,1131,2369
9095,2598,1240,1240,2598
10038,2867,1368,1368,2867
10658,3044,1453,1453,3044
10981,3136,1497,1497,3136
11194,3197,1526,1526,3197
11231,3207,1531,1531,3207
11176,3192,1524,1524,3192
11164,3189,1522,1522,3189
11055,3157,1507,1507,3157
10895,3111,1485,1485,3111
10808,3086,1474,1474,3086
10694,3054,1458,1458,3054
10434,2980,1423,1423,2980
10219,2919,1393,1393,2919
10306,2944,1405,1405,2944
10050,2870,1370,1370,2870
9270,2648,1264,1264,2648
8395,2398,1145,1145,2398
7709,2202,1051,1051,2202
7263,2074,990,990,2074
6990,1996,953,953,1996
6839,1953,933,933,1953
6817,1947,929,929,1947
6868,1962,936,936,1962
7216,2061,984,984,2061
7939,2268,1082,1082,2268
8804,2514,1200,1200,2514
9461,2702,1290,1290,2702
9878,2821,1347,1347,2821
10121,2890,1380,1380,2890
10244,2925,1397,1397,2925
10305,2943,1405,1405,2943
10361,2960,1413,1413,2960
10448,2984,1424,1424,2984
10582,3022,1443,1443,3022
10647,3040,1452,1452,3040
10513,3002,1434,1434,3002
10187,2910,1389,1389,2910
10152,2900,1384,1384,2900
9931,2836,1354,1354,2836
9213,2631,1256,1256,2631
8419,2404,1147,1147,2404
7742,2211,1055,1055,2211
7307,2087,996,996,2087
7033,2008,959,959,2008
6863,1960,935,935,1960
6795,1941,926,926,1941
6728,1922,917,917,1922
6934,1980,945,945,1980
7554,2158,1030,1030,2158
8403,2400,1146,1146,2400
9173,2620,1251,1251,2620
9807,2800,1337,1337,2800
10319,2947,1407,1407,2947
10683,3051,1456,1456,3051
10892,3111,1485,1485,3111
11086,3166,1511,1511,3166
11282,3222,1538,1538,3222
11542,3296,1574,1574,3296
11705,3343,1595,1595,3343
11579,3307,1579,1579,3307
11269,3219,1536,1536,3219
11276,3221,1537,1537,3221
10993,3140,1499,1499,3140
10136,2895,1382,1382,2895
9204,2629,1255,1255,2629
8503,2429,1159,1159,2429
8049,2299,1097,1097,2299
7789,2224,1062,1062,2224
7698,2199,1050,1050,2199
7855,2244,1070,1070,2244
8355,2386,1139,1139,2386
9252,2643,1262,1262,2643
10317,2946,1407,1407,2946
11097,3170,1513,1513,3170
11679,3336,1592,1592,3336
12225,3492,1666,1666,3492
12661,3616,1727,1727,3616
12965,3703,1767,1767,3703
13402,3828,1827,1827,3828
13743,3925,1873,1873,3925
13994,3997,1908,1908,3997
14146,4040,1929,1929,4040
14089,4024,1921,1921,4024
13759,3930,1876,1876,3930
13411,3830,1828,1828,3830
13436,3837,1832,1832,3837
12935,3694,1763,1763,3694
11812,3373,1611,1611,3373
10659,3044,1453,1453,3044
9823,2805,1339,1339,2805
9304,2657,1268,1268,2657
8976,2564,1224,1224,2564
8828,2521,1203,1203,2521
8898,2541,1213,1213,2541
9294,2655,1267,1267,2655
10147,2898,1383,1383,2898
11312,3231,1542,1542,3231
12317,3518,1679,1679,3518
13142,3754,1792,1792,3754
13876,3963,1892,1892,3963
14352,4099,1957,1957,4099
14766,4217,2014,2014,4217
15124,4319,2062,2062,4319
15260,4358,2080,2080,4358
15127,4320,2062,2062,4320
14868,4247,2027,2027,4247
14538,4152,1982,1982,4152
14018,4003,1911,1911,4003
13486,3852,1839,1839,3852
13252,3785,1807,1807,3785
12536,3581,1709,1709,3581
11223,3205,1530,1530,3205
9950,2842,1357,1357,2842
8983,2565,1225,1225,2565
8359,2387,1140,1140,2387
7973,2277,1087,1087,2277
7747,2213,1056,1056,2213
7777,2221,1060,1060,2221
8117,2319,1106,1106,2319
8937,2553,1218,1218,2553
9991,2854,1362,1362,2854
10734,3065,1464,1464,3065
11242,3211,1533,1533,3211
11641,3325,1587,1587,3325
11899,3398,1622,1622,3398
12074,3449,1646,1646,3449
12324,3520,1681,1681,3520
12535,3580,1709,1709,3580
12728,3635,1735,1735,3635
12896,3683,1758,1758,3683
12889,3681,1757,1757,3681
12544,3582,1711,1711,3582
12095,3455,1649,1649,3455
12113,3460,1651,1651,3460
11651,3327,1589,1589,3327
10594,3025,1444,1444,3025
9510,2716,1297,1297,2716
8759,2502,1194,1194,2502
8264,2360,1126,1126,2360
7967,2275,1086,1086,2275
7849,2242,1070,1070,2242
7954,2272,1085,1085,2272
8455,2415,1152,1152,2415
9376,2678,1278,1278,2678
10378,2964,1415,1415,2964
11047,3156,1506,1506,3156
11506,3286,1569,1569,3286
11849,3384,1615,1615,3384
12046,3441,1642,1642,3441
12214,3489,1666,1666,3489
12573,3592,1714,1714,3592
12889,3682,1757,1757,3682
13180,3765,1797,1797,3765
13473,3848,1837,1837,3848
13632,3893,1858,1858,3893
13487,3852,1839,1839,3852
13286,3795,1812,1812,3795
13151,3756,1793,1793,3756
12499,3570,1704,1704,3570
11417,3260,1556,1556,3260
10339,2953,1409,1409,2953
9548,2727,1302,1302,2727
9013,2574,1229,1229,2574
8661,2474,1181,1181,2474
8485,2424,1156,1156,2424
8561,2445,1167,1167,2445
9043,2583,1233,1233,2583
9888,2825,1348,1348,2825
10867,3104,1481,1481,3104
11565,3303,1577,1577,3303
12137,3466,1655,1655,3466
12638,3610,1723,1723,3610
13000,3713,1772,1772,3713
13226,3777,1803,1803,3777
13377,3821,1824,1824,3821
13376,3821,1823,1823,3821
13308,3801,1814,1814,3801
13228,3778,1803,1803,3778
13113,3746,1788,1788,3746
12794,3654,1744,1744,3654
12404,3543,1691,1691,3543
12263,3502,1672,1672,3502
11882,3394,1620,1620,3394
10973,3134,1496,1496,3134
9977,2850,1360,1360,2850
9158,2615,1248,1248,2615
8580,2450,1170,1170,2450
8199,2342,1118,1118,2342
7968,2276,1086,1086,2276
7916,2261,1079,1079,2261
7986,2281,1089,1089,2281
8292,2369,1130,1130,2369
9026,2578,1231,1231,2578
9953,2843,1357,1357,2843
10782,3080,1470,1470,3080
11373,3248,1550,1550,3248
11686,3337,1593,1593,3337
11806,3371,1610,1610,3371
11814,3374,1611,1611,3374
11721,3347,1598,1598,3347
11451,3271,1561,1561,3271
11217,3204,1530,1530,3204
11106,3172,1515,1515,3172
10936,3123,1491,1491,3123
10791,3081,1471,1471,3081
10794,3083,1472,1472,3083
10410,2973,1419,1419,2973
9728,2778,1326,1326,2778
8964,2560,1222,1222,2560
8300,2370,1131,1131,2370
7867,2247,1072,1072,2247
7584,2166,1034,1034,2166
7420,2119,1011,1011,2119
7381,2108,1006,1006,2108
7439,2124,1014,1014,2124
7568,2161,1031,1031,2161
8060,2302,1099,1099,2302
8761,2502,1195,1195,2502
9390,2682,1280,1280,2682
9825,2806,1339,1339,2806
10151,2899,1384,1384,2899
10348,2955,1411,1411,2955
10372,2962,1414,1414,2962
10339,2953,1409,1409,2953
10290,2939,1403,1403,2939
10390,2968,1417,1417,2968
10534,3009,1436,1436,3009
10475,2991,1428,1428,2991
10325,2949,1408,1408,2949
10438,2981,1423,1423,2981
10130,2893,1381,1381,2893
9363,2675,1277,1277,2675
8531,2436,1163,1163,2436
7873,2249,1073,1073,2249
7464,2132,1017,1017,2132
7232,2065,986,986,2065
7138,2038,973,973,2038
7286,2081,993,993,2081
7725,2207,1053,1053,2207
8581,2451,1170,1170,2451
9682,2765,1320,1320,2765
10527,3006,1435,1435,3006
11156,3186,1521,1521,3186
11706,3343,1596,1596,3343
12107,3458,1651,1651,3458
12409,3544,1691,1691,3544
12741,3639,1737,1737,3639
12957,3701,1767,1767,3701
13076,3735,1783,1783,3735
13178,3764,1797,1797,3764
13105,3742,1787,1787,3742
12754,3642,1739,1739,3642
12278,3506,1674,1674,3506
12165,3475,1659,1659,3475
11609,3316,1583,1583,3316
10468,2990,1427,1427,2990
9345,2669,1274,1274,2669
8529,2436,1163,1163,2436
8022,2291,1094,1094,2291
7722,2205,1053,1053,2205
7572,2163,1032,1032,2163
7662,2189,1045,1045,2189
8086,2309,1102,1102,2309
8924,2549,1216,1216,2549
9968,2847,1359,1359,2847
10714,3060,1460,1460,3060
11246,3212,1534,1534,3212
11707,3344,1596,1596,3344
11990,3425,1635,1635,3425
12154,3471,1657,1657,3471
12338,3524,1682,1682,3524
12340,3525,1682,1682,3525
12210,3487,1665,1665,3487
12083,3451,1647,1647,3451
11950,3413,1629,1629,3413
11731,3351,1600,1600,3351
11567,3304,1577,1577,3304
11642,3325,1587,1587,3325
11121,3176,1516,1516,3176
10149,2899,1383,1383,2899
9201,2628,1254,1254,2628
8486,2424,1156,1156,2424
8036,2295,1095,1095,2295
7762,2217,1058,1058,2217
7648,2184,1043,1043,2184
7767,2219,1059,1059,2219
8252,2357,1125,1125,2357
9124,2606,1244,1244,2606
10202,2914,1391,1391,2914
11001,3142,1500,1500,3142
11664,3331,1590,1590,3331
12249,3499,1670,1670,3499
12679,3621,1728,1728,3621
13002,3713,1772,1772,3713
13287,3795,1812,1812,3795
13384,3822,1825,1825,3822
13258,3787,1807,1807,3787
13148,3756,1793,1793,3756
12990,3710,1771,1771,3710
12693,3625,1731,1731,3625
12415,3546,1693,1693,3546
12435,3551,1696,1696,3551
11945,3411,1629,1629,3411
10873,3105,1482,1482,3105
9809,2801,1338,1338,2801
9046,2584,1233,1233,2584
8557,2444,1166,1166,2444
8247,2355,1124,1124,2355
8143,2325,1110,1110,2325
8247,2355,1124,1124,2355
8732,2494,1191,1191,2494
9618,2747,1311,1311,2747
10744,3069,1464,1464,3069
11659,3330,1590,1590,3330
12476,3563,1701,1701,3563
13248,3784,1807,1807,3784
13850,3956,1888,1888,3956
14264,4074,1945,1945,4074
14667,4189,1999,1999,4189
14912,4259,2033,2033,4259
15064,4303,2054,2054,4303
15137,4323,2064,2064,4323
15065,4303,2054,2054,4303
14727,4206,2008,2008,4206
14260,4072,1944,1944,4072
14146,4040,1929,1929,4040
13542,3867,1847,1847,3867
12298,3512,1676,1676,3512
11092,3168,1512,1512,3168
10127,2892,1381,1381,2892
9512,2716,1297,1297,2716
9087,2595,1239,1239,2595
8869,2533,1209,1209,2533
8912,2545,1215,1215,2545
9341,2668,1273,1273,2668
10202,2914,1391,1391,2914
11330,3236,1545,1545,3236
12349,3527,1684,1684,3527
13260,3787,1808,1808,3787
14141,4039,1929,1929,4039
14796,4226,2017,2017,4226
15246,4354,2079,2079,4354
15635,4466,2132,2132,4466
15895,4540,2167,2167,4540
15988,4566,2180,2180,4566
15980,4563,2179,2179,4563
15768,4503,2150,2150,4503
15259,4358,2080,2080,4358
14744,4211,2010,2010,4211
14623,4176,1994,1994,4176
14068,4017,1918,1918,4017
12939,3695,1764,1764,3695
11753,3356,1602,1602,3356
10709,3058,1460,1460,3058
10050,2870,1370,1370,2870
9566,2732,1304,1304,2732
9257,2644,1262,1262,2644
9121,2605,1243,1243,2605
9160,2616,1249,1249,2616
9476,2706,1292,1292,2706
10334,2951,1408,1408,2951
11458,3272,1562,1562,3272
12492,3568,1703,1703,3568
13398,3827,1827,1827,3827
14068,4017,1918,1918,4017
14484,4137,1974,1974,4137
14729,4207,2009,2009,4207
14868,4247,2027,2027,4247
14882,4250,2029,2029,4250
14754,4213,2012,2012,4213
14477,4135,1974,1974,4135
13989,3995,1908,1908,3995
13512,3859,1843,1843,3859
13453,3842,1834,1834,3842
12956,3700,1767,1767,3700
12051,3441,1643,1643,3441
11074,3163,1509,1509,3163
10275,2935,1401,1401,2935
9702,2771,1322,1322,2771
9332,2665,1272,1272,2665
9095,2598,1240,1240,2598
9011,2574,1228,1228,2574
9042,2583,1232,1232,2583
9233,2637,1259,1259,2637
9911,2831,1351,1351,2831
10890,3111,1484,1484,3111
11930,3407,1626,1626,3407
12790,3653,1744,1744,3653
13493,3854,1840,1840,3854
14017,4003,1911,1911,4003
14261,4073,1944,1944,4073
14332,4093,1954,1954,4093
14338,4095,1955,1955,4095
14244,4068,1942,1942,4068
13952,3985,1902,1902,3985
13664,3902,1863,1863,3902
13451,3842,1834,1834,3842
13376,3820,1823,1823,3820
12834,3665,1750,1750,3665
11899,3398,1622,1622,3398
10905,3115,1487,1487,3115
10097,2884,1377,1377,2884
9596,2740,1308,1308,2740
9296,2655,1267,1267,2655
9149,2613,1247,1247,2613
9264,2646,1263,1263,2646
9738,2781,1328,1328,2781
10574,3020,1442,1442,3020
11733,3351,1600,1600,3351
12655,3614,1726,1726,3614
13304,3800,1814,1814,3800
13680,3907,1865,1865,3907
13970,3990,1904,1904,3990
14152,4042,1929,1929,4042
14325,4092,1954,1954,4092
14394,4111,1963,1963,4111
14423,4119,1967,1967,4119
14360,4102,1958,1958,4102
14119,4032,1925,1925,4032
13579,3878,1852,1852,3878
13008,3715,1773,1773,3715
12860,3672,1753,1753,3672
12148,3469,1656,1656,3469
10890,3110,1484,1484,3110
9729,2778,1326,1326,2778
8841,2525,1206,1206,2525
8290,2368,1130,1130,2368
7940,2268,1082,1082,2268
7780,2222,1060,1060,2222
7842,2240,1069,1069,2240
8243,2354,1124,1124,2354
9050,2584,1234,1234,2584
10120,2890,1380,1380,2890
10886,3109,1484,1484,3109
11513,3288,1570,1570,3288
12082,3451,1647,1647,3451
12519,3576,1707,1707,3576
12823,3662,1748,1748,3662
13148,3755,1793,1793,3755
13329,3807,1817,1817,3807
13448,3841,1833,1833,3841
13506,3857,1842,1842,3857
13365,3817,1823,1823,3817
12977,3706,1769,1769,3706
12581,3593,1716,1716,3593
12628,3606,1721,1721,3606
12040,3439,1641,1641,3439
10917,3118,1489,1489,3118
9815,2803,1338,1338,2803
8987,2567,1225,1225,2567
8439,2410,1151,1151,2410
8082,2308,1101,1101,2308
7904,2258,1077,1077,2258
7989,2282,1089,1089,2282
8431,2408,1150,1150,2408
9267,2647,1263,1263,2647
10384,2965,1416,1416,2965
11330,3236,1545,1545,3236
12128,3464,1654,1654,3464
12897,3683,1758,1758,3683
13475,3848,1837,1837,3848
13885,3966,1893,1893,3966
14265,4074,1945,1945,4074
14470,4132,1973,1973,4132
14565,4160,1986,1986,4160
14527,4149,1981,1981,4149
14322,4091,1953,1953,4091
13926,3977,1898,1898,3977
13589,3881,1853,1853,3881
13634,3894,1859,1859,3894
12975,3706,1769,1769,3706
11796,3369,1608,1608,3369
10595,3026,1444,1444,3026
9672,2762,1318,1318,2762
9147,2613,1247,1247,2613
8794,2512,1199,1199,2512
8631,2465,1176,1176,2465
8713,2489,1188,1188,2489
9214,2632,1256,1256,2632
10065,2875,1372,1372,2875
11176,3192,1524,1524,3192
12139,3467,1655,1655,3467
13013,3716,1774,1774,3716
13854,3957,1889,1889,3957
14496,4140,1976,1976,4140
14926,4262,2035,2035,4262
15280,4364,2084,2084,4364
15412,4402,2101,2101,4402
15428,4407,2104,2104,4407
15336,4379,2091,2091,4379
15060,4301,2053,2053,4301
14544,4153,1983,1983,4153
14187,4052,1934,1934,4052
14168,4046,1932,1932,4046
13459,3844,1835,1835,3844
12278,3506,1674,1674,3506
11108,3172,1515,1515,3172
10240,2925,1396,1396,2925
9706,2772,1323,1323,2772
9356,2672,1276,1276,2672
9200,2628,1254,1254,2628
9282,2651,1266,1266,2651
9783,2794,1333,1333,2794
10645,3040,1451,1451,3040
11749,3356,1602,1602,3356
12660,3616,1726,1726,3616
13396,3826,1827,1827,3826
13980,3992,1906,1906,3992
14370,4104,1959,1959,4104
14459,4129,1971,1971,4129
14379,4107,1960,1960,4107
14083,4022,1920,1920,4022
13676,3906,1865,1865,3906
13431,3836,1832,1832,3836
13155,3757,1793,1793,3757
12789,3652,1744,1744,3652
12523,3576,1707,1707,3576
12521,3576,1707,1707,3576
12052,3442,1643,1643,3442
11210,3201,1529,1529,3201
10273,2934,1401,1401,2934
9510,2715,1297,1297,2715
9001,2571,1227,1227,2571
8664,2474,1181,1181,2474
8475,2420,1156,1156,2420
8417,2404,1147,1147,2404
8517,2432,1161,1161,2432
8800,2514,1200,1200,2514
9531,2722,1299,1299,2722
10434,2980,1423,1423,2980
11266,3217,1536,1536,3217
11964,3416,1631,1631,3416
12382,3536,1688,1688,3536
12626,3606,1721,1721,3606
12774,3648,1741,1741,3648
12855,3671,1752,1752,3671
12918,3689,1762,1762,3689
12970,3704,1768,1768,3704
12947,3697,1765,1765,3697
12741,3639,1737,1737,3639
12530,3579,1708,1708,3579
12605,3600,1718,1718,3600
12141,3467,1656,1656,3467
11342,3239,1546,1546,3239
10448,2984,1424,1424,2984
9687,2766,1321,1321,2766
9169,2619,1250,1250,2619
8803,2514,1200,1200,2514
8602,2456,1172,1172,2456
8528,2435,1162,1162,2435
8596,2454,1171,1171,2454
8740,2496,1191,1191,2496
9186,2624,1252,1252,2624
9951,2842,1357,1357,2842
10741,3067,1464,1464,3067
