elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,elec_demand_MW
10220,2919,1393,1393,2919
10189,2910,1389,1389,2910
10148,2898,1383,1383,2898
10022,2862,1367,1367,2862
9891,2825,1348,1348,2825
9840,2810,1342,1342,2810
9760,2787,1331,1331,2787
9800,2799,1336,1336,2799
10442,2982,1424,1424,2982
11013,3146,1501,1501,3146
10864,3102,1481,1481,3102
10550,3013,1439,1439,3013
10198,2912,1390,1390,2912
9661,2760,1318,1318,2760
8967,2561,1222,1222,2561
8226,2349,1121,1121,2349
7654,2186,1044,1044,2186
7337,2095,1000,1000,2095
7190,2054,980,980,2054
7152,2043,975,975,2043
7232,2065,986,986,2065
7545,2154,1029,1029,2154
8047,2299,1097,1097,2299
8588,2453,1171,1171,2453
9077,2592,1237,1237,2592
9312,2659,1269,1269,2659
9299,2656,1267,1267,2656
9181,2622,1252,1252,2622
9000,2570,1227,1227,2570
8811,2516,1202,1202,2516
8691,2482,1185,1185,2482
8794,2512,1199,1199,2512
9530,2721,1299,1299,2721
10269,2933,1400,1400,2933
10163,2902,1386,1386,2902
9887,2824,1348,1348,2824
9591,2739,1308,1308,2739
9155,2614,1248,1248,2614
8609,2459,1173,1173,2459
7998,2284,1090,1090,2284
7508,2144,1024,1024,2144
7225,2063,985,985,2063
7088,2024,966,966,2024
7040,2010,959,959,2010
7101,2028,968,968,2028
7334,2094,999,999,2094
7705,2200,1050,1050,2200
8157,2329,1112,1112,2329
8671,2476,1182,1182,2476
8939,2553,1219,1219,2553
9005,2572,1227,1227,2572
8996,2569,1226,1226,2569
8922,2548,1216,1216,2548
8825,2520,1203,1203,2520
8781,2508,1197,1197,2508
8986,2566,1225,1225,2566
9858,2815,1344,1344,2815
10631,3036,1449,1449,3036
10584,3022,1443,1443,3022
10304,2943,1405,1405,2943
9937,2838,1355,1355,2838
9289,2653,1267,1267,2653
8529,2436,1163,1163,2436
7851,2242,1070,1070,2242
7406,2115,1010,1010,2115
7185,2052,979,979,2052
7112,2031,969,969,2031
7156,2044,975,975,2044
7427,2121,1012,1012,2121
8204,2343,1119,1119,2343
9547,2726,1302,1302,2726
10229,2921,1394,1394,2921
10337,2952,1409,1409,2952
10290,2939,1403,1403,2939
10241,2925,1396,1396,2925
10140,2896,1383,1383,2896
9979,2850,1361,1361,2850
9891,2825,1348,1348,2825
9786,2795,1334,1334,2795
9860,2816,1344,1344,2816
10604,3029,1446,1446,3029
11377,3249,1551,1551,3249
11330,3236,1545,1545,3236
11072,3162,1509,1509,3162
10657,3044,1453,1453,3044
9929,2836,1353,1353,2836
9027,2578,1231,1231,2578
8183,2337,1116,1116,2337
7642,2183,1042,1042,2183
7364,2103,1004,1004,2103
7269,2076,991,991,2076
7291,2082,994,994,2082
7540,2153,1028,1028,2153
8324,2377,1135,1135,2377
9601,2742,1309,1309,2742
10207,2915,1392,1392,2915
10284,2937,1402,1402,2937
10220,2919,1393,1393,2919
10142,2896,1383,1383,2896
10032,2865,1368,1368,2865
9913,2831,1352,1352,2831
9838,2810,1342,1342,2810
9742,2782,1328,1328,2782
9819,2805,1338,1338,2805
10588,3024,1444,1444,3024
11242,3211,1533,1533,3211
11189,3195,1525,1525,3195
10925,3120,1489,1489,3120
10511,3002,1433,1433,3002
9860,2816,1344,1344,2816
8946,2555,1220,1220,2555
8094,2312,1103,1103,2312
7521,2148,1025,1025,2148
7214,2060,984,984,2060
7066,2018,963,963,2018
7049,2013,961,961,2013
7264,2074,990,990,2074
7949,2270,1084,1084,2270
9109,2601,1242,1242,2601
9815,2803,1338,1338,2803
10063,2874,1372,1372,2874
10162,2902,1385,1385,2902
10173,2905,1387,1387,2905
10100,2885,1377,1377,2885
9938,2839,1355,1355,2839
9864,2817,1345,1345,2817
9766,2789,1332,1332,2789
9736,2780,1328,1328,2780
10391,2967,1417,1417,2967
11042,3154,1505,1505,3154
10895,3111,1485,1485,3111
10584,3023,1443,1443,3023
10163,2903,1386,1386,2903
9558,2730,1303,1303,2730
8771,2504,1196,1196,2504
7955,2272,1085,1085,2272
7340,2096,1000,1000,2096
6984,1994,952,952,1994
6782,1937,924,924,1937
6711,1917,915,915,1917
6782,1937,924,924,1937
7105,2029,969,969,2029
7588,2167,1035,1035,2167
8179,2335,1115,1115,2335
8835,2523,1205,1205,2523
9267,2646,1263,1263,2646
9453,2700,1288,1288,2700
9451,2699,1288,1288,2699
9125,2606,1244,1244,2606
8598,2455,1172,1172,2455
8129,2322,1108,1108,2322
7891,2254,1075,1075,2254
8192,2339,1116,1116,2339
8543,2439,1165,1165,2439
8548,2441,1166,1166,2441
8532,2436,1163,1163,2436
8492,2425,1157,1157,2425
8261,2359,1126,1126,2359
7903,2257,1077,1077,2257
7410,2116,1010,1010,2116
6969,1990,950,950,1990
6729,1922,918,918,1922
6640,1897,905,905,1897
6630,1893,903,903,1893
6787,1938,925,925,1938
7187,2053,979,979,2053
7711,2203,1051,1051,2203
8157,2329,1112,1112,2329
8591,2454,1171,1171,2454
8851,2528,1206,1206,2528
8933,2551,1218,1218,2551
8892,2539,1212,1212,2539
8760,2502,1194,1194,2502
8615,2460,1175,1175,2460
8537,2438,1164,1164,2438
8629,2464,1176,1176,2464
9420,2690,1284,1284,2690
10016,2860,1366,1366,2860
9855,2815,1343,1343,2815
9547,2726,1302,1302,2726
9193,2625,1253,1253,2625
8719,2490,1189,1189,2490
8094,2312,1103,1103,2312
7402,2114,1009,1009,2114
6872,1963,937,937,1963
6544,1869,892,892,1869
6377,1821,869,869,1821
6310,1802,860,860,1802
6372,1820,868,868,1820
6634,1894,904,904,1894
7101,2028,968,968,2028
7634,2180,1040,1040,2180
8324,2377,1135,1135,2377
8796,2512,1199,1199,2512
8958,2559,1222,1222,2559
8986,2566,1225,1225,2566
8943,2554,1219,1219,2554
8836,2524,1205,1205,2524
8804,2514,1201,1201,2514
8959,2559,1222,1222,2559
9774,2791,1332,1332,2791
10390,2967,1417,1417,2967
10306,2944,1405,1405,2944
10063,2874,1372,1372,2874
9784,2795,1334,1334,2795
9359,2673,1276,1276,2673
8754,2500,1193,1193,2500
8104,2314,1105,1105,2314
7580,2164,1033,1033,2164
7256,2073,989,989,2073
7093,2026,967,967,2026
7037,2009,959,959,2009
7101,2028,968,968,2028
7309,2088,996,996,2088
7638,2181,1041,1041,2181
8042,2297,1096,1096,2297
8689,2481,1185,1185,2481
9169,2619,1250,1250,2619
9458,2701,1289,1289,2701
9602,2742,1309,1309,2742
9614,2745,1311,1311,2745
9515,2717,1298,1298,2717
9508,2715,1297,1297,2715
9698,2770,1322,1322,2770
10569,3019,1441,1441,3019
11230,3207,1531,1531,3207
11144,3183,1519,1519,3183
10846,3097,1479,1479,3097
10479,2993,1428,1428,2993
9701,2770,1322,1322,2770
8857,2529,1207,1207,2529
8097,2312,1104,1104,2312
7591,2168,1035,1035,2168
7327,2093,999,999,2093
7218,2061,984,984,2061
7223,2063,984,984,2063
7490,2138,1021,1021,2138
8250,2356,1125,1125,2356
9590,2739,1308,1308,2739
10268,2932,1400,1400,2932
10326,2949,1408,1408,2949
10344,2954,1410,1410,2954
10330,2950,1408,1408,2950
10270,2933,1400,1400,2933
10187,2910,1388,1388,2910
10113,2888,1378,1378,2888
10009,2859,1364,1364,2859
10116,2890,1379,1379,2890
10950,3127,1493,1493,3127
11774,3362,1605,1605,3362
11759,3358,1603,1603,3358
11508,3286,1569,1569,3286
11055,3157,1507,1507,3157
10308,2944,1405,1405,2944
9326,2664,1272,1272,2664
8445,2412,1151,1151,2412
7899,2256,1077,1077,2256
7613,2174,1038,1038,2174
7477,2135,1020,1020,2135
7470,2134,1018,1018,2134
7699,2199,1050,1050,2199
8428,2407,1149,1149,2407
9761,2787,1331,1331,2787
10471,2991,1428,1428,2991
10643,3040,1451,1451,3040
10719,3061,1461,1461,3061
10802,3085,1473,1473,3085
10835,3095,1477,1477,3095
10820,3090,1475,1475,3090
10811,3087,1474,1474,3087
10750,3070,1465,1465,3070
10888,3110,1484,1484,3110
11635,3323,1586,1586,3323
12129,3464,1654,1654,3464
12036,3437,1641,1641,3437
11714,3346,1597,1597,3346
11207,3201,1528,1528,3201
10396,2969,1418,1418,2969
9383,2680,1279,1279,2680
8476,2420,1156,1156,2420
7885,2252,1075,1075,2252
7571,2162,1032,1032,2162
7443,2125,1014,1014,2125
7441,2125,1014,1014,2125
7675,2192,1046,1046,2192
8416,2404,1147,1147,2404
9770,2790,1332,1332,2790
10485,2995,1429,1429,2995
10564,3017,1440,1440,3017
10582,3022,1443,1443,3022
10613,3030,1447,1447,3030
10530,3007,1435,1435,3007
10401,2970,1418,1418,2970
10370,2961,1414,1414,2961
10343,2954,1410,1410,2954
10495,2997,1431,1431,2997
11316,3231,1543,1543,3231
11972,3420,1632,1632,3420
11906,3400,1623,1623,3400
11643,3325,1587,1587,3325
11225,3205,1530,1530,3205
10509,3001,1433,1433,3001
9533,2722,1300,1300,2722
8640,2468,1178,1178,2468
8064,2303,1100,1100,2303
7777,2221,1060,1060,2221
7656,2187,1044,1044,2187
7656,2187,1044,1044,2187
7876,2249,1074,1074,2249
8638,2467,1177,1177,2467
10000,2856,1363,1363,2856
10639,3038,1450,1450,3038
10637,3038,1450,1450,3038
10562,3016,1440,1440,3016
10524,3005,1435,1435,3005
10445,2983,1424,1424,2983
10288,2938,1403,1403,2938
10236,2923,1395,1395,2923
10145,2897,1383,1383,2897
10265,2931,1399,1399,2931
11055,3157,1507,1507,3157
11768,3361,1605,1605,3361
11814,3374,1611,1611,3374
11582,3308,1579,1579,3308
11129,3179,1517,1517,3179
10395,2969,1417,1417,2969
9403,2685,1282,1282,2685
8491,2424,1157,1157,2424
7901,2257,1077,1077,2257
7603,2171,1036,1036,2171
7457,2129,1016,1016,2129
7466,2132,1018,1018,2132
7706,2201,1050,1050,2201
8471,2419,1155,1155,2419
9807,2800,1337,1337,2800
10487,2995,1429,1429,2995
10654,3043,1453,1453,3043
10702,3056,1459,1459,3056
10664,3046,1454,1454,3046
10581,3022,1443,1443,3022
10479,2993,1428,1428,2993
10449,2985,1424,1424,2985
10415,2975,1420,1420,2975
10576,3020,1442,1442,3020
11391,3253,1553,1553,3253
11822,3376,1611,1611,3376
11637,3323,1586,1586,3323
11339,3238,1546,1546,3238
10964,3131,1494,1494,3131
10392,2968,1417,1417,2968
9588,2738,1308,1308,2738
8754,2500,1193,1193,2500
8122,2319,1107,1107,2319
7753,2214,1057,1057,2214
7577,2164,1033,1033,2164
7518,2147,1025,1025,2147
7587,2167,1035,1035,2167
7872,2248,1073,1073,2248
8448,2413,1151,1151,2413
9091,2596,1239,1239,2596
9795,2797,1335,1335,2797
10257,2930,1398,1398,2930
10471,2991,1428,1428,2991
10496,2997,1431,1431,2997
10450,2985,1424,1424,2985
10350,2955,1411,1411,2955
10280,2936,1402,1402,2936
10408,2972,1419,1419,2972
11104,3171,1514,1514,3171
11406,3257,1555,1555,3257
11218,3204,1530,1530,3204
10853,3100,1479,1479,3100
10480,2993,1428,1428,2993
9965,2846,1358,1358,2846
9253,2643,1262,1262,2643
8473,2419,1155,1155,2419
7866,2246,1072,1072,2246
7485,2138,1020,1020,2138
7259,2073,989,989,2073
7155,2044,975,975,2044
7164,2046,977,977,2046
7338,2095,1000,1000,2095
7708,2201,1050,1050,2201
8182,2337,1116,1116,2337
8826,2520,1203,1203,2520
9296,2655,1267,1267,2655
9508,2715,1297,1297,2715
9577,2735,1306,1306,2735
9583,2737,1307,1307,2737
9478,2707,1292,1292,2707
9384,2680,1279,1279,2680
9519,2719,1298,1298,2719
10454,2985,1425,1425,2985
11026,3149,1504,1504,3149
10901,3113,1486,1486,3113
10594,3025,1444,1444,3025
10134,2894,1382,1382,2894
9398,2684,1281,1281,2684
8490,2424,1157,1157,2424
7652,2185,1043,1043,2185
7095,2026,967,967,2026
6796,1941,926,926,1941
6642,1897,905,905,1897
6656,1901,908,908,1901
6908,1973,942,942,1973
7675,2192,1046,1046,2192
9041,2582,1232,1232,2582
9692,2768,1322,1322,2768
9776,2792,1332,1332,2792
9819,2804,1338,1338,2804
9854,2815,1343,1343,2815
9809,2801,1338,1338,2801
9738,2781,1328,1328,2781
9686,2766,1321,1321,2766
9608,2744,1310,1310,2744
9689,2767,1321,1321,2767
10558,3015,1439,1439,3015
11379,3250,1551,1551,3250
11336,3237,1545,1545,3237
11070,3161,1509,1509,3161
10629,3035,1449,1449,3035
9895,2826,1349,1349,2826
8908,2545,1215,1215,2545
8018,2289,1093,1093,2289
7411,2116,1010,1010,2116
7115,2032,969,969,2032
6998,1998,954,954,1998
6986,1995,952,952,1995
7230,2065,985,985,2065
7992,2282,1090,1090,2282
9338,2666,1273,1273,2666
10070,2875,1373,1373,2875
10228,2921,1394,1394,2921
10312,2945,1406,1406,2945
10370,2961,1414,1414,2961
10367,2960,1414,1414,2960
10310,2945,1405,1405,2945
10261,2930,1399,1399,2930
10170,2905,1387,1387,2905
10262,2930,1399,1399,2930
11054,3157,1507,1507,3157
11595,3311,1580,1580,3311
11480,3279,1565,1565,3279
11132,3180,1518,1518,3180
10641,3039,1451,1451,3039
9863,2817,1345,1345,2817
8784,2509,1197,1197,2509
7825,2235,1067,1067,2235
7218,2061,984,984,2061
6879,1964,938,938,1964
6676,1907,910,910,1907
6629,1893,903,903,1893
6823,1948,930,930,1948
7530,2150,1026,1026,2150
8866,2532,1209,1209,2532
9563,2731,1303,1303,2731
9674,2763,1319,1319,2763
9709,2773,1323,1323,2773
9749,2785,1329,1329,2785
9744,2783,1328,1328,2783
9708,2772,1323,1323,2772
9729,2779,1327,1327,2779
9712,2774,1324,1324,2774
9875,2820,1346,1346,2820
10821,3091,1475,1475,3091
11582,3308,1579,1579,3308
11583,3308,1579,1579,3308
11361,3245,1549,1549,3245
10976,3135,1496,1496,3135
10257,2930,1398,1398,2930
9281,2650,1265,1265,2650
8375,2392,1141,1141,2392
7823,2234,1066,1066,2234
7553,2157,1030,1030,2157
7437,2124,1014,1014,2124
7448,2127,1015,1015,2127
7720,2204,1052,1052,2204
8532,2436,1163,1163,2436
9931,2836,1354,1354,2836
10594,3025,1444,1444,3025
10631,3036,1449,1449,3036
10599,3027,1445,1445,3027
10549,3013,1439,1439,3013
10421,2976,1421,1421,2976
10276,2935,1401,1401,2935
10196,2912,1390,1390,2912
10123,2891,1380,1380,2891
10262,2930,1399,1399,2930
11259,3216,1535,1535,3216
12028,3436,1640,1640,3436
12032,3436,1641,1641,3436
11830,3378,1613,1613,3378
11449,3270,1561,1561,3270
10755,3071,1466,1466,3071
9753,2785,1329,1329,2785
8798,2513,1200,1200,2513
8191,2339,1116,1116,2339
7885,2252,1075,1075,2252
7728,2207,1054,1054,2207
7715,2203,1052,1052,2203
7937,2267,1082,1082,2267
8663,2474,1181,1181,2474
9990,2853,1362,1362,2853
10688,3052,1457,1457,3052
10802,3085,1473,1473,3085
10781,3079,1469,1469,3079
10752,3070,1466,1466,3070
10625,3035,1449,1449,3035
10465,2989,1427,1427,2989
10431,2979,1422,1422,2979
10378,2964,1415,1415,2964
10490,2995,1430,1430,2995
11272,3219,1537,1537,3219
11588,3310,1580,1580,3310
11383,3250,1552,1552,3250
11015,3146,1502,1502,3146
10590,3025,1444,1444,3025
10003,2857,1363,1363,2857
9166,2618,1250,1250,2618
8258,2359,1126,1126,2359
7590,2168,1035,1035,2168
7200,2056,981,981,2056
6973,1992,950,950,1992
6894,1969,939,939,1969
6947,1984,947,947,1984
7223,2063,984,984,2063
7754,2214,1057,1057,2214
8397,2398,1145,1145,2398
9103,2600,1241,1241,2600
9578,2735,1306,1306,2735
9807,2800,1337,1337,2800
9821,2805,1339,1339,2805
9718,2775,1325,1325,2775
9577,2735,1306,1306,2735
9513,2717,1297,1297,2717
9627,2749,1312,1312,2749
10365,2960,1413,1413,2960
10760,3073,1467,1467,3073
10561,3016,1440,1440,3016
10215,2917,1393,1393,2917
9868,2819,1345,1345,2819
9384,2680,1279,1279,2680
8713,2489,1188,1188,2489
7936,2266,1082,1082,2266
7326,2092,999,999,2092
6934,1980,945,945,1980
6727,1922,917,917,1922
6636,1895,904,904,1895
6689,1910,912,912,1910
6884,1966,939,939,1966
7281,2079,993,993,2079
7698,2199,1050,1050,2199
8329,2379,1136,1136,2379
8814,2517,1202,1202,2517
9069,2590,1236,1236,2590
9208,2629,1255,1255,2629
9258,2644,1262,1262,2644
9208,2629,1255,1255,2629
9157,2615,1248,1248,2615
9403,2685,1282,1282,2685
10502,2999,1432,1432,2999
11126,3178,1517,1517,3178
11064,3160,1509,1509,3160
10807,3086,1474,1474,3086
10387,2966,1416,1416,2966
9693,2768,1322,1322,2768
8769,2504,1196,1196,2504
7894,2254,1076,1076,2254
7318,2090,998,998,2090
7026,2007,958,958,2007
6896,1969,940,940,1969
6881,1965,938,938,1965
7124,2034,971,971,2034
7859,2244,1071,1071,2244
9185,2623,1252,1252,2623
10055,2872,1371,1371,2872
10253,2928,1398,1398,2928
10390,2967,1417,1417,2967
10500,2999,1432,1432,2999
10516,3003,1434,1434,3003
10487,2995,1429,1429,2995
10473,2991,1428,1428,2991
10385,2966,1416,1416,2966
10549,3013,1439,1439,3013
11329,3236,1545,1545,3236
11796,3369,1608,1608,3369
11652,3328,1589,1589,3328
11302,3228,1541,1541,3228
10798,3084,1472,1472,3084
9997,2855,1363,1363,2855
9002,2571,1227,1227,2571
8009,2287,1092,1092,2287
7298,2084,994,994,2084
6918,1976,943,943,1976
6727,1921,917,917,1921
6693,1912,913,913,1912
6882,1965,938,938,1965
7636,2181,1041,1041,2181
9017,2575,1229,1229,2575
9834,2809,1341,1341,2809
10010,2859,1365,1365,2859
10059,2873,1372,1372,2873
10057,2872,1371,1371,2872
10028,2864,1367,1367,2864
9935,2838,1354,1354,2838
9917,2832,1352,1352,2832
9880,2822,1347,1347,2822
10054,2871,1371,1371,2871
11028,3150,1504,1504,3150
11804,3371,1610,1610,3371
11798,3370,1609,1609,3370
11573,3306,1578,1578,3306
11174,3191,1524,1524,3191
10458,2986,1426,1426,2986
9424,2691,1285,1285,2691
8462,2417,1154,1154,2417
7859,2244,1071,1071,2244
7568,2161,1031,1031,2161
7438,2124,1014,1014,2124
7448,2127,1015,1015,2127
7712,2203,1051,1051,2203
8497,2426,1158,1158,2426
9905,2829,1350,1350,2829
10639,3038,1450,1450,3038
10681,3050,1456,1456,3050
10637,3038,1450,1450,3038
10586,3023,1444,1444,3023
10513,3002,1434,1434,3002
10385,2966,1416,1416,2966
10350,2955,1411,1411,2955
10273,2934,1400,1400,2934
10460,2987,1426,1426,2987
11452,3271,1561,1561,3271
12182,3479,1661,1661,3479
12133,3466,1655,1655,3466
11913,3402,1624,1624,3402
11507,3286,1569,1569,3286
10813,3088,1474,1474,3088
9780,2793,1333,1333,2793
8789,2510,1198,1198,2510
8123,2320,1107,1107,2320
7784,2223,1061,1061,2223
7644,2183,1042,1042,2183
7658,2187,1044,1044,2187
7891,2254,1075,1075,2254
8660,2473,1181,1181,2473
10048,2870,1370,1370,2870
10751,3070,1465,1465,3070
10787,3081,1470,1470,3081
10638,3038,1450,1450,3038
10499,2999,1431,1431,2999
10356,2957,1412,1412,2957
10201,2914,1391,1391,2914
10134,2895,1382,1382,2895
10061,2874,1372,1372,2874
10198,2912,1390,1390,2912
11142,3182,1519,1519,3182
12007,3429,1637,1637,3429
12019,3432,1639,1639,3432
11831,3379,1613,1613,3379
11463,3274,1563,1563,3274
10789,3081,1471,1471,3081
9777,2792,1332,1332,2792
8798,2513,1200,1200,2513
8150,2328,1111,1111,2328
7835,2238,1068,1068,2238
7694,2198,1049,1049,2198
7694,2198,1049,1049,2198
7926,2264,1080,1080,2264
8683,2479,1184,1184,2479
10038,2867,1368,1368,2867
10745,3069,1464,1464,3069
10774,3077,1469,1469,3077
10651,3042,1452,1452,3042
10540,3010,1437,1437,3010
10390,2967,1417,1417,2967
10184,2909,1388,1388,2909
10044,2869,1369,1369,2869
9969,2847,1359,1359,2847
10081,2879,1374,1374,2879
10996,3140,1499,1499,3140
11644,3326,1587,1587,3326
11501,3285,1568,1568,3285
11220,3205,1530,1530,3205
10866,3103,1481,1481,3103
10350,2956,1411,1411,2956
9535,2723,1300,1300,2723
8636,2466,1177,1177,2466
7956,2272,1085,1085,2272
7558,2158,1030,1030,2158
7385,2109,1007,1007,2109
7329,2093,999,999,2093
7415,2118,1010,1010,2118
7730,2208,1054,1054,2208
8328,2379,1136,1136,2379
8937,2552,1218,1218,2552
9519,2719,1298,1298,2719
9813,2802,1338,1338,2802
9860,2816,1344,1344,2816
9753,2785,1329,1329,2785
9559,2730,1303,1303,2730
9368,2675,1277,1277,2675
9294,2655,1267,1267,2655
9456,2700,1289,1289,2700
10489,2995,1430,1430,2995
11189,3195,1525,1525,3195
11102,3170,1514,1514,3170
10833,3094,1477,1477,3094
10562,3016,1440,1440,3016
10115,2889,1379,1379,2889
9450,2699,1288,1288,2699
8654,2471,1180,1180,2471
8002,2285,1090,1090,2285
7604,2172,1036,1036,2172
7391,2111,1008,1008,2111
7298,2084,994,994,2084
7324,2091,999,999,2091
7515,2146,1025,1025,2146
7925,2264,1080,1080,2264
8447,2412,1151,1151,2412
9200,2627,1254,1254,2627
9807,2800,1337,1337,2800
10133,2894,1382,1382,2894
10329,2950,1408,1408,2950
10480,2993,1428,1428,2993
10529,3007,1435,1435,3007
10546,3011,1438,1438,3011
10778,3078,1469,1469,3078
11574,3306,1578,1578,3306
11976,3420,1633,1633,3420
11878,3392,1620,1620,3392
11551,3299,1575,1575,3299
11111,3173,1515,1515,3173
10487,2995,1429,1429,2995
9573,2734,1305,1305,2734
8649,2470,1179,1179,2470
7970,2276,1086,1086,2276
7576,2164,1033,1033,2164
7430,2122,1013,1013,2122
7412,2117,1010,1010,2117
7658,2187,1044,1044,2187
8378,2393,1142,1142,2393
9688,2766,1321,1321,2766
10594,3025,1444,1444,3025
10868,3104,1482,1482,3104
10975,3135,1496,1496,3135
11084,3166,1511,1511,3166
11101,3170,1514,1514,3170
11032,3150,1504,1504,3150
10988,3138,1498,1498,3138
10911,3115,1488,1488,3115
11057,3158,1508,1508,3158
11885,3394,1621,1621,3394
12358,3530,1685,1685,3530
12236,3495,1668,1668,3495
11929,3406,1626,1626,3406
11458,3272,1562,1562,3272
10660,3045,1454,1454,3045
9581,2736,1306,1306,2736
8551,2442,1166,1166,2442
7846,2241,1070,1070,2241
7499,2142,1022,1022,2142
7307,2087,996,996,2087
7270,2076,991,991,2076
7457,2129,1016,1016,2129
8157,2329,1112,1112,2329
9462,2702,1290,1290,2702
10299,2941,1404,1404,2941
10434,2980,1423,1423,2980
10482,2994,1429,1429,2994
10545,3011,1438,1438,3011
10526,3006,1435,1435,3006
10414,2975,1420,1420,2975
10366,2960,1414,1414,2960
10287,2938,1403,1403,2938
10414,2974,1419,1419,2974
11220,3205,1530,1530,3205
